author,book_link,cover_link,title,price,website_source,scrape_date,website_name,book_id
Charles Goyette and Bill Haynes,https://www.simonandschuster.com/books/The-Last-Gold-Rush-Ever!/Charles-Goyette/9781642936650,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642936650/the-last-gold-rush-ever-9781642936650.jpg,The Last Gold Rush…Ever!,$28.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,30757797
Maria Bartiromo and James Freeman,https://www.simonandschuster.com/books/The-Cost/Maria-Bartiromo/9781982163983,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982163983/the-cost-9781982163983.jpg,The Cost,$28.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,98133973
"Joe Payne, Jadee Hanson, and Mark Wojtasiak",https://www.simonandschuster.com/books/Inside-Jobs/Joe-Payne/9781510764484,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510764484/inside-jobs-9781510764484.jpg,Inside Jobs,$24.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,92494919
Jim Lineweaver,https://www.simonandschuster.com/books/Your-Retirement-Playbook/Jim-Lineweaver/9781734180824,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781734180824/your-retirement-playbook-9781734180824.jpg,Your Retirement Playbook,$19.95,https://www.simonandschuster.com/,2021-01-15,simonandschuster,96576282
Jennifer Hayden Epperson,https://www.simonandschuster.com/books/The-Pioneers-Way/Jennifer-Hayden-Epperson/9781642934571,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642934571/the-pioneer-s-way-9781642934571.jpg,The Pioneer's Way,$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,94534925
Tiffany Shlain,https://www.simonandschuster.com/books/24-6/Tiffany-Shlain/9781982116873,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982116873/24-6-9781982116873.jpg,24/6,$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,87428514
Brian Bosché and Gabrielle Bosché,https://www.simonandschuster.com/books/The-Purpose-Factor/Brian-Bosche/9781642934939,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642934939/the-purpose-factor-9781642934939.jpg,The Purpose Factor,$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,54163126
Peter Mallouk,https://www.simonandschuster.com/books/The-Path/Peter-Mallouk/9781642937015,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642937015/the-path-9781642937015.jpg,The Path,$28.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,96681743
Alfred Mill,https://www.simonandschuster.com/books/Personal-Finance-101/Alfred-Mill/Adams-101/9781507214350,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781507214350/personal-finance-101-9781507214350.jpg,Personal Finance 101,$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,62772690
Justin Blaney D.M. and Kate Fleming,https://www.simonandschuster.com/books/Will-Post-for-Profit/Justin-Blaney/9781642935462,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642935462/will-post-for-profit-9781642935462.jpg,Will Post for Profit,$17.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,40952844
Andrew McAfee,https://www.simonandschuster.com/books/More-from-Less/Andrew-McAfee/9781982103583,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982103583/more-from-less-9781982103583.jpg,More from Less,$18.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,37127332
H. G. Wells,https://www.simonandschuster.com/books/Socialism-and-the-Family/H-G-Wells/9781649740090,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781649740090/socialism-and-the-family-9781649740090.jpg,Socialism and the Family,$0.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,50845633
Jack Schafer,https://www.simonandschuster.com/books/The-Truth-Detector/Jack-Schafer/The-Like-Switch-Series/9781982139070,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982139070/the-truth-detector-9781982139070.jpg,The Truth Detector,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,53517183
Jamie Merisotis,https://www.simonandschuster.com/books/Human-Work-In-the-Age-of-Smart-Machines/Jamie-Merisotis/9781948122627,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781948122627/human-work-in-the-age-of-smart-machines-9781948122627.jpg,Human Work  In the Age of Smart Machines,$25.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,53673909
Daisy Luther,https://www.simonandschuster.com/books/The-Ultimate-Guide-to-Frugal-Living/Daisy-Luther/9781631586002,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781631586002/the-ultimate-guide-to-frugal-living-9781631586002.jpg,The Ultimate Guide to Frugal Living,$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,15536967
Michael Rosenblum,https://www.simonandschuster.com/books/Dont-Watch-This/Michael-Rosenblum/9781510758278,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510758278/dont-watch-this-9781510758278.jpg,Don't Watch This,$24.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,19079842
Matt Stoller,https://www.simonandschuster.com/books/Goliath/Matt-Stoller/9781501182891,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501182891/goliath-9781501182891.jpg,Goliath,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,32826934
Christopher Leonard,https://www.simonandschuster.com/books/Kochland/Christopher-Leonard/9781476775395,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781476775395/kochland-9781476775395.jpg,Kochland,$22.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,34873682
Walt Rakowich,https://www.simonandschuster.com/books/Transfluence/Walt-Rakowich/9781642936179,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642936179/transfluence-9781642936179.jpg,Transfluence,$28.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,56892812
Lisa Rowan,https://www.simonandschuster.com/books/Money-Hacks/Lisa-Rowan/Hacks/9781507214077,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781507214077/money-hacks-9781507214077.jpg,Money Hacks,$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,56676576
Susie Carder,https://www.simonandschuster.com/books/Power-Your-Profits/Susie-Carder/9781982137687,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982137687/power-your-profits-9781982137687.jpg,Power Your Profits,$28.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,1987414
Kevin Daum and Anne Mary Ciminelli,https://www.simonandschuster.com/books/12-Lessons-in-Business-Leadership/Kevin-Daum/9781510753730,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510753730/12-lessons-in-business-leadership-9781510753730.jpg,12 Lessons in Business Leadership,$19.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,32547948
Marie Forleo,https://www.simonandschuster.com/books/Everything-Is-Figureoutable-2021-Monthly-Weekly-Planner-Calendar/Marie-Forleo/9781524861452,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781524861452/everything-is-figureoutable-2021-monthly-weekly-planner-calendar-9781524861452.jpg,Everything Is Figureoutable 2021 Monthly/Weekly Planner Calendar,$22.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,41941135
Sydney Sadick,https://www.simonandschuster.com/books/Aim-High/Sydney-Sadick/9781510759046,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510759046/aim-high-9781510759046.jpg,Aim High,$19.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,68281331
Jerry Bowyer,https://www.simonandschuster.com/books/The-Maker-Versus-the-Takers/Jerry-Bowyer/9781642933703,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642933703/the-maker-versus-the-takers-9781642933703.jpg,The Maker Versus the Takers,$26.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,59805200
Christine Hofbeck,https://www.simonandschuster.com/books/Winning-Conditions/Christine-Hofbeck/9781632280701,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781632280701/winning-conditions-9781632280701.jpg,Winning Conditions,$18.95,https://www.simonandschuster.com/,2021-01-15,simonandschuster,86894733
Margaret Heffernan,https://www.simonandschuster.com/books/Uncharted/Margaret-Heffernan/9781982112622,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982112622/uncharted-9781982112622.jpg,Uncharted,$30.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,90430078
Amy J. Radin,https://www.simonandschuster.com/books/The-Change-Makers-Playbook/Amy-J-Radin/9781947951204,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781947951204/the-change-makers-playbook-9781947951204.jpg,The Change Maker's Playbook,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,96645844
David Goodhart,https://www.simonandschuster.com/books/Head-Hand-Heart/David-Goodhart/9781982128449,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982128449/head-hand-heart-9781982128449.jpg,"Head, Hand, Heart",$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,90823203
